EVENT;FIGHTER_LOSE;FIGHTER_WIN;METHOD;METHOD_DESC;ROUND;TIME;DATE
DREAM 8: Welterweight Grand Prix 2009 1st Round;Sergei Kharitonov;Jeff Monson;SUB;North-South Choke;1;1:42;Apr. 5, 2009
DREAM 8: Welterweight Grand Prix 2009 1st Round;Murilo Rua;Riki Fukuda;U. DEC;;2;5:00;Apr. 5, 2009
DREAM 8: Welterweight Grand Prix 2009 1st Round;Katsuhiko Nagata;Vitor Ribeiro;Dr's Stoppage;Scalp Cut;1;7:58;Apr. 5, 2009
DREAM 8: Welterweight Grand Prix 2009 1st Round;Shungo Oyama;Andrews Nakahara;KO/TKO;Punch;1;2:00;Apr. 5, 2009
DREAM 8: Welterweight Grand Prix 2009 1st Round;Ikuhisa Minowa;Katsuyori Shibata;U. DEC;;2;5:00;Apr. 5, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Ronaldo Souza;Jason Miller;CNC;;1;2:33;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Norifumi Yamamoto;Joe Warren;S. DEC;;2;5:00;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Masakazu Imanari;Bibiano Fernandes;U. DEC;;2;5:00;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Yoshiro Maeda;Hiroyuki Takaya;KO/TKO;Punch;1;9:40;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Abel Cullum;Hideo Tokoro;SUB;Rear Naked Choke;2;1:38;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Gesias Cavalcante;Tatsuya Kawajiri;U. DEC;;2;5:00;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Mark Hunt;Gegard Mousasi;SUB;Armbar;1;1:19;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Jan Nortje;Rameau Thierry Sokoudjou;KO/TKO;Punches;1;2:29;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Jose Canseco;Hong Man Choi;SUB;Strikes;1;1:17;May. 26, 2009
DREAM 9: Featherweight Grand Prix 2009 2nd Round;Bob Sapp;Ikuhisa Minowa;SUB;Ankle Lock;1;1:15;May. 26, 2009
Dynamite!! 2008;Kazushi Sakuraba;Kiyoshi Tamura;U. DEC;;2;5:00;Dec. 31, 2008
Dynamite!! 2008;Eddie Alvarez;Shinya Aoki;SUB;Heel Hook;1;1:32;Dec. 31, 2008
Dynamite!! 2008;Mark Hunt;Melvin Manhoef;KO/TKO;Punches;1;0:18;Dec. 31, 2008
Dynamite!! 2008;Hong Man Choi;Mirko Filipovic;KO/TKO;Kick;1;6:32;Dec. 31, 2008
Dynamite!! 2008;Katsuyori Shibata;Hayato Sakurai;KO/TKO;Punches;1;7:01;Dec. 31, 2008
Dynamite!! 2008;Siala Siliga;Semmy Schilt;SUB;Triangle Choke;1;5:31;Dec. 31, 2008
Dynamite!! 2008;Akihito Tanaka;Bob Sapp;KO/TKO;Punches;1;5:22;Dec. 31, 2008
Dynamite!! 2008;Yukio Sakaguchi;Andy Ologun;KO/TKO;Punches;1;3:20;Dec. 31, 2008
Dynamite!! 2008;Hideo Tokoro;Daisuke Nakamura;SUB;Armbar;1;2:23;Dec. 31, 2008
Dynamite!! 2008;Errol Zimmerman;Ikuhisa Minowa;SUB;Toe Hold;1;1:01;Dec. 31, 2008
Dynamite!! 2009;Satoshi Ishii;Hidehiko Yoshida;U. DEC;;3;5:00;Dec. 31, 2009
Dynamite!! 2009;Mizuto Hirota;Shinya Aoki;SUB;Hammerlock;1;1:17;Dec. 31, 2009
Dynamite!! 2009;Gary Goodridge;Gegard Mousasi;KO/TKO;Punches;1;1:34;Dec. 31, 2009
Dynamite!! 2009;Kazuyuki Fujita;Alistair Overeem;KO/TKO;Knee;1;1:15;Dec. 31, 2009
Dynamite!! 2009;Norifumi Yamamoto;Masanori Kanehara;U. DEC;;3;5:00;Dec. 31, 2009
Dynamite!! 2009;Kazunori Yokota;Tatsuya Kawajiri;U. DEC;;3;5:00;Dec. 31, 2009
Dynamite!! 2009;Jong Man Kim;Hideo Tokoro;U. DEC;;3;5:00;Dec. 31, 2009
Dynamite!! 2009;Kazuo Misaki;Melvin Manhoef;KO/TKO;Punches;1;1:49;Dec. 31, 2009
Dynamite!! 2009;Hayato Sakurai;Akihiro Gono;SUB;Armbar;2;3:56;Dec. 31, 2009
Dynamite!! 2009;Hiroyuki Takaya;Michihiro Omigawa;KO/TKO;Punch;1;2:54;Dec. 31, 2009
Dynamite!! 2009;Katsuyori Shibata;Hiroshi Izumi;U. DEC;;3;5:00;Dec. 31, 2009
Dynamite!! 2009;Rameau Thierry Sokoudjou;Ikuhisa Minowa;KO/TKO;Punch;3;3:29;Dec. 31, 2009
Dynamite!! 2010;Bibiano Fernandes;Hiroyuki Takaya;U. DEC;;3;5:00;Dec. 31, 2010
Dynamite!! 2010;Josh Thomson;Tatsuya Kawajiri;U. DEC;;3;5:00;Dec. 31, 2010
Dynamite!! 2010;Hayato Sakurai;Jason High;S. DEC;;3;5:00;Dec. 31, 2010
Dynamite!! 2010;Kazushi Sakuraba;Marius Zaromskis;Dr's Stoppage;Ear Injury;1;2:16;Dec. 31, 2010
Dynamite!! 2010;Jerome LeBanner;Satoshi Ishii;U. DEC;;3;5:00;Dec. 31, 2010
Dynamite!! 2010;Todd Duffee;Alistair Overeem;KO/TKO;Punch;1;0:19;Dec. 31, 2010
Dynamite!! 2010;Tatsuya Mizuno;Sergei Kharitonov;KO/TKO;Knee;1;1:25;Dec. 31, 2010
Dynamite!! 2010;Ikuhisa Minowa;Hiroshi Izumi;KO/TKO;Punches;3;2:50;Dec. 31, 2010
Dynamite!! 2010;Kazuhisa Watanabe;Hideo Tokoro;SUB;Armbar;3;2:50;Dec. 31, 2010
Dynamite!! 2010;Caol Uno;Kazuyuki Miyata;U. DEC;;3;5:00;Dec. 31, 2010
Dynamite!! 2010;Katsuaki Furuki;Andy Ologun;U. DEC;;3;5:00;Dec. 31, 2010
EC 35;Dennis Reed;Rich Franklin;SUB;;1;1:56;Jun. 29, 2000
EliteXC - Destiny;Frank Shamrock;Renzo Gracie;DQ;Illegal Knees by Shamr...;2;2:00;Feb. 10, 2007
EliteXC - Destiny;Wesley Correira;Antonio Silva;KO/TKO;Flying Knee;1;3:49;Feb. 10, 2007
EliteXC - Destiny;Julie Kedzie;Gina Carano;U. DEC;;3;3:00;Feb. 10, 2007
EliteXC - Destiny;KJ Noons;Charles Bennett;KO/TKO;Punch;1;3:43;Feb. 10, 2007
EliteXC - Heat;Kevin Ferguson;Seth Petruzelli;KO/TKO;Punch;1;0:14;Oct. 4, 2008
EliteXC - Heat;Paul Daley;Jake Shields;SUB;Armbar;2;3:47;Oct. 4, 2008
EliteXC - Heat;Roy Nelson;Andrei Arlovski;KO/TKO;Punch;2;3:14;Oct. 4, 2008
EliteXC - Heat;Kelly Kobold;Gina Carano;U. DEC;;3;3:00;Oct. 4, 2008
EliteXC - Heat;Murilo Rua;Benji Radach;KO/TKO;Punches;2;2:31;Oct. 4, 2008
EliteXC - Heat;Yoko Takahashi;Cristiane Justino;U. DEC;;3;3:00;Oct. 4, 2008
EliteXC - Primetime;James Thompson;Kevin Ferguson;KO/TKO;Punches;3;0:38;May. 31, 2008
EliteXC - Primetime;Scott Smith;Robbie Lawler;CNC;;3;3:26;May. 31, 2008
EliteXC - Primetime;Kaitlin Young;Gina Carano;Dr's Stoppage;Eye Injury;2;3:00;May. 31, 2008
EliteXC - Primetime;Phil Baroni;Joey Villasenor;KO/TKO;Punches;1;1:11;May. 31, 2008
EliteXC - Primetime;Jon Murphy;Brett Rogers;KO/TKO;Punches;1;1:01;May. 31, 2008
EliteXC - Renegade;Nick Diaz;KJ Noons;Dr's Stoppage;Facial Cut;1;5:00;Nov. 10, 2007
EliteXC - Renegade;Bo Cantrell;Kevin Ferguson;SUB;Strikes;1;0:19;Nov. 10, 2007
EliteXC - Renegade;Seth Kleinbeck;Kyle Noke;Dr's Stoppage;Facial Cut;2;4:22;Nov. 10, 2007
EliteXC - Renegade;Mike Pyle;Jake Shields;SUB;Rear Naked Choke;1;3:39;Nov. 10, 2007
EliteXC - Renegade;Jonathan Wiezorek;Antonio Silva;SUB;Rear Naked Choke;1;3:12;Nov. 10, 2007
EliteXC - Return of the King;Yves Edwards;KJ Noons;KO/TKO;Elbows;1;0:48;Jun. 14, 2008
EliteXC - Return of the King;Muhsin Corbbrey;Nick Diaz;KO/TKO;Punches;3;3:59;Jun. 14, 2008
EliteXC - Return of the King;Tony Bonello;Murilo Rua;KO/TKO;Punches;1;3:15;Jun. 14, 2008
EliteXC - Return of the King;Ron Waterman;Dave Herman;KO/TKO;Punches;1;2:19;Jun. 14, 2008
EliteXC - Return of the King;Wayne Cole;Rafael Cavalcante;KO/TKO;Punches;1;2:47;Jun. 14, 2008
EliteXC - ShoXC 1;Edson Berto;KJ Noons;KO/TKO;Knee;3;0:45;Jul. 27, 2007
EliteXC - ShoXC 4;Sammy Morgan;Paul Daley;KO/TKO;Elbow;1;2:12;Jan. 25, 2008
EliteXC - Street Certified;David Abbott;Kevin Ferguson;KO/TKO;Punches;1;0:43;Feb. 16, 2008
EliteXC - Street Certified;Ricco Rodriguez;Antonio Silva;S. DEC;;3;5:00;Feb. 16, 2008
EliteXC - Street Certified;Edson Berto;Yves Edwards;KO/TKO;Knee;1;4:56;Feb. 16, 2008
EliteXC - Street Certified;John Doyle;Rafael Cavalcante;KO/TKO;Knee;1;2:17;Feb. 16, 2008
EliteXC - Street Certified;James Thompson;Brett Rogers;KO/TKO;Punches;1;2:24;Feb. 16, 2008
EliteXC - Unfinished Business;Scott Smith;Robbie Lawler;KO/TKO;Knee;2;2:35;Jul. 26, 2008
EliteXC - Unfinished Business;Thomas Denny;Nick Diaz;KO/TKO;Punches;2;0:30;Jul. 26, 2008
EliteXC - Unfinished Business;Nick Thompson;Jake Shields;SUB;Guillotine Choke;1;1:03;Jul. 26, 2008
EliteXC - Unfinished Business;Shayna Baszler;Cristiane Justino;KO/TKO;Punches;2;2:48;Jul. 26, 2008
EliteXC - Unfinished Business;Justin Eilers;Antonio Silva;KO/TKO;Punches;2;0:19;Jul. 26, 2008
EliteXC - Unfinished Business;Travis Galbraith;Rafael Cavalcante;KO/TKO;Knees;1;3:00;Jul. 26, 2008
EliteXC - Uprising;Murilo Rua;Robbie Lawler;KO/TKO;Punches;3;2:04;Sep. 15, 2007
EliteXC - Uprising;Mike Aina;Nick Diaz;S. DEC;;3;5:00;Sep. 15, 2007
EliteXC - Uprising;Tonya Evinger;Gina Carano;SUB;Rear Naked Choke;1;2:53;Sep. 15, 2007
EliteXC - Uprising;Renato Verissimo;Jake Shields;KO/TKO;Punches;1;4:00;Sep. 15, 2007
FFC 9;Chris Leben;Joe Doerksen;U. DEC;;3;5:00;May. 14, 2004
Floripa Fight 4;Helio Dipp;Rousimar Palhares;SUB;Rear Naked Choke;1;1:40;Mar. 10, 2007
Freedom Fight - Canada vs. USA;Jeff Joslin;Jon Fitch;S. DEC;;3;5:00;Jul. 9, 2005
Fury FC 1;Dave Dalgliesh;Thiago Silva;SUB;Heel Hook;1;1:05;Sep. 27, 2006
Fury FC 2;Vitor Vianna;Thiago Silva;KO/TKO;Arm Injury;1;0:58;Nov. 30, 2006
Fury FC 4: High Voltage;Flavio Luiz Moura;Rousimar Palhares;SUB;Heel Hook;1;1:29;Aug. 4, 2007
Fury FC 5: Final Conflict;Daniel Acacio;Rousimar Palhares;SUB;Heel Hook;1;1:22;Dec. 6, 2007
Fury FC 5: Final Conflict;Fabio Nascimento;Rousimar Palhares;SUB;Heel Hook;1;2:43;Dec. 6, 2007
GC 26;Bryan Pardoe;Rashad Evans;KO/TKO;Punches;1;3:24;Jun. 2, 2004
GC 27;Hector Ramirez;Rashad Evans;U. DEC;;2;5:00;Jun. 3, 2004
GC 27;Jaime Jara;Rashad Evans;U. DEC;;3;5:00;Jun. 3, 2004
GC 5;Amir Rahnavardi;Keith Jardine;SUB;Armbar;1;1:29;Aug. 19, 2001
Gladiator FC - Day 2;Jeremy Horn;Anderson Silva;U. DEC;;3;5:00;Jun. 27, 2004
HCF - Destiny;Todd Gouwenberg;Antonio Rogerio Nogueira;KO/TKO;Punches;2;4:34;Feb. 1, 2008
HCF - Destiny;Evangelista Santos;Gegard Mousasi;KO/TKO;Punches;1;3:42;Feb. 1, 2008
HCF - Title Wave;Damir Mirenic;Gegard Mousasi;KO/TKO;Elbows;1;4:46;Oct. 19, 2007
Heat FC 2;Edson Silva;Forrest Griffin;KO/TKO;Punch;1;1:07;Dec. 18, 2003
IFC - Global Domination;Mauricio Rua;Renato Sobral;SUB;Guillotine Choke;3;3:07;Sep. 6, 2003
IFC - Global Domination;Forrest Griffin;Jeremy Horn;KO/TKO;Kick;2;3:40;Sep. 6, 2003
IFC - Global Domination;Chael Sonnen;Forrest Griffin;SUB;Triangle Choke;1;2:25;Sep. 6, 2003
IFC - Global Domination;Erick Wanderlei;Mauricio Rua;KO/TKO;Punches;2;2:54;Sep. 6, 2003
IFC - Warriors Challenge 11;Rich Franklin;Aaron Brink;CNC;;1;2:14;Jan. 13, 2001
IFL - 2007 Semifinals;Dave Phillips;Dan Miller;SUB;Guillotine Choke;1;1:30;Aug. 2, 2007
IFL - 2007 Semifinals;Krzysztof Soszynski;Ben Rothwell;KO/TKO;Punch;1;0:13;Aug. 2, 2007
IFL - 2007 Team Championship Final;Ricco Rodriguez;Ben Rothwell;U. DEC;;3;4:00;Sep. 20, 2007
IFL - Championship Final;Devin Cole;Ben Rothwell;KO/TKO;Kick;1;3:16;Dec. 29, 2006
IFL - Connecticut 2008;Ryan McGivern;Dan Miller;SUB;Kneebar;1;3:36;May. 16, 2008
IFL - Gracie vs. Miletich;Bryan Vetell;Ben Rothwell;KO/TKO;Punch;1;3:17;Sep. 23, 2006
IFL - Legends Championship 2006;Krzysztof Soszynski;Ben Rothwell;KO/TKO;Punches;1;3:59;Apr. 29, 2006
IFL - Moline;Roy Nelson;Ben Rothwell;S. DEC;;3;4:00;Apr. 7, 2007
IFL - World Grand Prix Semifinals;Alex Schoenauer;Vladimir Matyushenko;U. DEC;;3;4:00;Nov. 3, 2007
IFL - World Grand Prix Semifinals;Bart Palaszewski;Chris Horodecki;S. DEC;;3;4:00;Nov. 3, 2007
Impact FC 1;Geronimo dos Santos;Josh Barnett;KO/TKO;Punches;1;2:45;Jul. 10, 2010
Inoki Bom-Ba-Ye 2001;Yuji Nagata;Mirko Filipovic;KO/TKO;Kick;1;0:21;Dec. 31, 2001
Inoki Bom-Ba-Ye 2002;Kazuyuki Fujita;Mirko Filipovic;U. DEC;;3;5:00;Dec. 31, 2002
Inoki Bom-Ba-Ye 2003;Tomohiko Hashimoto;Alistair Overeem;KO/TKO;Knee;1;0:36;Dec. 31, 2003
Inoki Bom-Ba-Ye 2003;Yuji Nagata;Fedor Emelianenko;KO/TKO;Punch;1;1:02;Dec. 31, 2003
Inoki Bom-Ba-Ye 2003;Rich Franklin;Lyoto Machida;KO/TKO;Punches;2;1:03;Dec. 31, 2003
Invicta FC 2: McMann vs. Baszler;Shayna Baszler;Sara McMann;U. DEC;;3;5:00;Jul. 28, 2012
Jungle Fight 1;Stephan Bonnar;Lyoto Machida;Dr's Stoppage;Facial Cuts;1;4:21;Sep. 13, 2003
Jungle Fight 1;Gabriel Gonzaga;Fabricio Werdum;KO/TKO;Punches;3;2:11;Sep. 13, 2003
Jungle Fight 13;Dion Staring;Antonio Rogerio Nogueira;SUB;Triangle Choke;3;3:59;May. 9, 2009
Jungle Fight 2;Ebenezer Fontes Braga;Fabricio Werdum;KO/TKO;Punch;2;1:28;May. 15, 2004
Jungle Fight 6;Dimitiri Wanderley;Lyoto Machida;KO/TKO;Fatigue;3;2:59;Apr. 29, 2006
K-1 - World GP 2007 in Amsterdam;Michael Knaap;Alistair Overeem;SUB;Guillotine Choke;1;4:51;Jun. 23, 2007
K-1 2001 Japan GP Final;Kazuyuki Fujita;Mirko Filipovic;Dr's Stoppage;Facial Cut;1;0:39;Aug. 19, 2001
K-1 Beast 2004;Michael McDonald;Lyoto Machida;SUB;Forearm Choke;1;2:30;Mar. 14, 2004
K-1 Dynamite!! 2004;Francois Botha;Yoshihiro Akiyama;SUB;Armbar;1;1:54;Dec. 31, 2004
K-1 Dynamite!! 2006;Yoshihiro Akiyama;Kazushi Sakuraba;Overturned;Greasing by Akiyama;1;5:37;Dec. 31, 2006
K-1 Dynamite!! 2007;Masakatsu Funaki;Kazushi Sakuraba;SUB;Kimura;1;6:25;Dec. 31, 2007
K-1 Dynamite!! USA;Min Soo Kim;Brock Lesnar;KO/TKO;Punches;1;1:09;Jun. 2, 2007
K-1 Dynamite!! USA;Kazushi Sakuraba;Royce Gracie;U. DEC;;3;5:00;Jun. 2, 2007
K-1 Dynamite!! USA;Ido Pariente;Jake Shields;SUB;Rear Naked Choke;1;2:06;Jun. 2, 2007
K-1 Hero's 1;Yoshihiro Akiyama;Jerome LeBanner;KO/TKO;Knee;1;2:24;Mar. 26, 2005
K-1 Hero's 1;BJ Penn;Lyoto Machida;U. DEC;;3;5:00;Mar. 26, 2005
K-1 Hero's 10;Katsuyori Shibata;Kazushi Sakuraba;SUB;Armbar;1;6:20;Sep. 17, 2007
K-1 Hero's 10;Alistair Overeem;Sergei Kharitonov;KO/TKO;Punches;1;4:21;Sep. 17, 2007
K-1 Hero's 2;Carl Toomey;Yoshihiro Akiyama;SUB;Armbar;1;0:59;Jul. 6, 2005
K-1 Hero's 4;Tokimitsu Ishizawa;Yoshihiro Akiyama;SUB;Gi Choke;2;1:41;Mar. 15, 2006
K-1 Hero's 5;Katsuhiko Nagata;Yoshihiro Akiyama;KO/TKO;Spinning Back Kick;1;2:25;May. 3, 2006
K-1 Hero's 6;Kestutis Smirnovas;Kazushi Sakuraba;SUB;Armbar;1;6:41;Aug. 5, 2006
K-1 Hero's 6;Taiei Kin;Yoshihiro Akiyama;SUB;Armbar;1;2:01;Aug. 5, 2006
K-1 Hero's 7;Melvin Manhoef;Yoshihiro Akiyama;SUB;Armbar;1;1:58;Oct. 9, 2006
K-1 Hero's 7;Kestutis Smirnovas;Yoshihiro Akiyama;KO/TKO;Kick;1;3:01;Oct. 9, 2006
K-1 Hero's 8;Yurij Kiseliov;Kazushi Sakuraba;SUB;Armbar;1;1:26;Mar. 12, 2007
K-1 Hero's Korea 2007;Denis Kang;Yoshihiro Akiyama;KO/TKO;Punch;1;4:45;Oct. 28, 2007
K-1 Hero's Seoul;Masakatsu Okuda;Yoshihiro Akiyama;KO/TKO;Punches;1;3:31;Nov. 5, 2005
K-1 ROMANEX;Sam Greco;Lyoto Machida;S. DEC;;3;5:00;May. 22, 2004
K-1 ROMANEX;Duane Ludwig;BJ Penn;SUB;Arm Triangle;1;1:45;May. 22, 2004
K-1 World Grand Prix Hawaii;Renzo Gracie;BJ Penn;U. DEC;;3;5:00;Jul. 9, 2005
K-1 World MAX 2005 Champions Challenge;Michael Lerma;Yoshihiro Akiyama;SUB;Strikes;1;2:47;Oct. 12, 2005
KOTC 1;Joe Stevenson;Chris Brennan;SUB;Triangle Choke;1;2:04;Oct. 30, 1999
KOTC 14;Philip Preece;Keith Jardine;U. DEC;;2;5:00;Jun. 19, 2002
KOTC 15: Bad Intentions;Jeremy Jackson;Joe Stevenson;KO/TKO;Punches;1;1:27;Jun. 22, 2002
KOTC 17: San Jacinto;Joe Stevenson;Romie Aram;U. DEC;;3;5:00;Oct. 19, 2002
KOTC 20: Crossroads;Bryan Pardoe;Keith Jardine;KO/TKO;Punches;1;1:09;Dec. 15, 2002
KOTC 20: Crossroads;Shannon Ritch;Diego Sanchez;SUB;Rear Naked Choke;1;1:00;Dec. 15, 2002
KOTC 23: Sin City;Thomas Denny;Joe Stevenson;SUB;Guillotine Choke;1;0:15;May. 16, 2003
KOTC 24: Mayhem;George Allen;Keith Jardine;U. DEC;;2;5:00;Jun. 14, 2003
KOTC 24: Mayhem;Rene Kronvold;Diego Sanchez;SUB;Armbar;1;3:39;Jun. 14, 2003
KOTC 33: After Shock;Joe Camacho;Joe Stevenson;SUB;Rear Naked Choke;2;4:36;Feb. 20, 2004
KOTC 36: Unfinished Business;Jorge Santiago;Diego Sanchez;U. DEC;;3;5:00;Jun. 12, 2004
M-1 - Slamm;Steve Mensing;Gegard Mousasi;KO/TKO;Punches;1;2:44;Mar. 2, 2008
M-1 Global - Breakthrough;Mark Kerr;Muhammed Lawal;KO/TKO;Punches;1;0:25;Aug. 28, 2009
M-1 Global - Fedor vs. Monson;Jeff Monson;Fedor Emelianenko;U. DEC;;3;5:00;Nov. 20, 2011
M-1 Global - Fedor vs. Rizzo;Pedro Rizzo;Fedor Emelianenko;KO/TKO;Punch;1;1:24;Jun. 21, 2012
Mass Destruction 15;Bobby McAndrews;Kenny Florian;SUB;Kimura;1;1:57;Feb. 21, 2004
Meca 1;Anderson Silva;Luiz Azeredo;DEC;;2;10:00;May. 27, 2000
Meca 2;Jose Barreto;Anderson Silva;KO/TKO;Kick;1;1:06;Aug. 12, 2000
Meca 4;Claudionor Fontinelle;Anderson Silva;KO/TKO;Punch;1;4:35;Dec. 16, 2000
Meca 5;Israel Albuquerque;Anderson Silva;SUB;Strikes;1;6:17;Jun. 9, 2001
Meca 6;Roan Carneiro;Anderson Silva;KO/TKO;Punches;1;5:33;Jan. 31, 2002
Meca 7;Rafael Freitas;Mauricio Rua;KO/TKO;Kick;1;4:00;Nov. 8, 2002
Meca 8;Angelo Antonio;Mauricio Rua;KO/TKO;Kicks;1;0:55;May. 16, 2003
Meca 9;Evangelista Santos;Mauricio Rua;KO/TKO;Punches;1;2:31;Aug. 1, 2003
NJPW - Ultimate Crush;Kengo Watanabe;Lyoto Machida;U. DEC;;3;5:00;May. 2, 2003
ONE FC 3: War of the Lions;Donald Sanchez;Tatsuya Kawajiri;SUB;Triangle Choke;1;3:27;Mar. 31, 2012
PRIDE 1;Nobuhiko Takada;Rickson Gracie;SUB;Armbar;1;4:47;Oct. 11, 1997
PRIDE 1;Kimo Leopoldo;Dan Severn;Other;Time Expired;1;30:00;Oct. 11, 1997
PRIDE 1;Nathan Jones;Koji Kitao;SUB;Keylock;1;2:14;Oct. 11, 1997
PRIDE 1;Akira Shoji;Renzo Gracie;Other;Time Expired;3;10:00;Oct. 11, 1997
PRIDE 1;Oleg Taktarov;Gary Goodridge;KO/TKO;Punch;1;4:57;Oct. 11, 1997
PRIDE 1;John Dixson;Kazunari Murakami;SUB;Armbar;1;1:34;Oct. 11, 1997
PRIDE 10: Return of the Warriors;Renzo Gracie;Kazushi Sakuraba;SUB;Kimura;2;9:43;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Tokimitsu Ishizawa;Ryan Gracie;KO/TKO;Punches;1;2:16;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Ken Shamrock;Kazuyuki Fujita;KO/TKO;Corner Stoppage;1;6:46;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Kazunari Murakami;Masaaki Satake;KO/TKO;Punches;1;6:58;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Enson Inoue;Igor Vovchanchyn;Dr's Stoppage;Stoppage Between Round...;1;10:00;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Igor Borisov;Mark Kerr;SUB;Neck Crank;1;2:06;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Gary Goodridge;Gilbert Yvel;KO/TKO;Kick;1;0:28;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Takayuki Okada;Ricco Rodriguez;SUB;Other - Choke;1;6:04;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Guy Mezger;Wanderlei Silva;KO/TKO;Punches;1;3:45;Aug. 27, 2000
PRIDE 10: Return of the Warriors;Daijiro Matsui;Vitor Belfort;DEC;;2;10:00;Aug. 27, 2000
PRIDE 11: Battle of the Rising Sun;Shannon Ritch;Kazushi Sakuraba;SUB;Ankle Lock;1;1:08;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Masaaki Satake;Naoya Ogawa;SUB;Rear Naked Choke;2;2:01;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Nobuhiko Takada;Igor Vovchanchyn;SUB;Strikes;2;3:17;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Herman Renting;Akira Shoji;SUB;Armbar;1;3:48;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Mike Bourke;Alexander Otsuka;SUB;Armbar;1;2:37;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Yoshiaki Yatsu;Gary Goodridge;KO/TKO;Punches;1;8:58;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Wanderlei Silva;Gilbert Yvel;CNC;;1;0:21;Oct. 31, 2000
PRIDE 11: Battle of the Rising Sun;Tom Erikson;Heath Herring;SUB;Rear Naked Choke;1;6:17;Oct. 31, 2000
PRIDE 12: Cold Fury;Ryan Gracie;Kazushi Sakuraba;U. DEC;;1;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Mark Kerr;Igor Vovchanchyn;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Gilbert Yvel;Kazuyuki Fujita;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Dan Henderson;Wanderlei Silva;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Enson Inoue;Heath Herring;KO/TKO;Knees;1;4:52;Dec. 9, 2000
PRIDE 12: Cold Fury;Akira Shoji;Ricardo Almeida;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;John Marsh;Ricco Rodriguez;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Johil de Oliveira;Carlos Newton;U. DEC;;2;10:00;Dec. 9, 2000
PRIDE 12: Cold Fury;Alexander Otsuka;Guy Mezger;KO/TKO;Punch;1;1:52;Dec. 9, 2000
PRIDE 13: Collision Course;Kazushi Sakuraba;Wanderlei Silva;KO/TKO;Kick;1;1:38;Mar. 25, 2001
PRIDE 13: Collision Course;Igor Vovchanchyn;Tra Telligman;U. DEC;;3;5:00;Mar. 25, 2001
PRIDE 13: Collision Course;Masaaki Satake;Tadao Yasuda;S. DEC;;3;5:00;Mar. 25, 2001
PRIDE 13: Collision Course;Allan Goes;Mark Coleman;KO/TKO;Knees;1;1:19;Mar. 25, 2001
PRIDE 13: Collision Course;Renzo Gracie;Dan Henderson;KO/TKO;Punches;1;1:40;Mar. 25, 2001
PRIDE 13: Collision Course;Denis Sobolev;Heath Herring;SUB;Keylock;1;0:22;Mar. 25, 2001
PRIDE 13: Collision Course;Egan Inoue;Guy Mezger;KO/TKO;Punch;1;2:25;Mar. 25, 2001
PRIDE 13: Collision Course;Bobby Southworth;Vitor Belfort;SUB;Rear Naked Choke;1;4:09;Mar. 25, 2001
PRIDE 14: Clash of the Titans;Yoshihiro Takayama;Kazuyuki Fujita;SUB;Arm Triangle;2;3:10;May. 27, 2001
PRIDE 14: Clash of the Titans;Gilbert Yvel;Igor Vovchanchyn;SUB;Rear Naked Choke;1;1:52;May. 27, 2001
PRIDE 14: Clash of the Titans;Shungo Oyama;Wanderlei Silva;KO/TKO;Punches;1;0:30;May. 27, 2001
PRIDE 14: Clash of the Titans;Akira Shoji;Dan Henderson;KO/TKO;Knees;3;3:18;May. 27, 2001
PRIDE 14: Clash of the Titans;Heath Herring;Vitor Belfort;U. DEC;;3;5:00;May. 27, 2001
PRIDE 14: Clash of the Titans;Valentijn Overeem;Gary Goodridge;SUB;Strikes;1;2:39;May. 27, 2001
